classifier,In taxon,Group,ratio,sample,dataset
std_R100,74533,O,0.012016584896020338,S95,strain
std_R100,75592,O,0.012384032802156098,S96,strain
std_R100,99424,O,0.01526525343108926,S97,strain
std_R100,84669,O,0.014138674532451372,S98,strain
std_R100,153598,O,0.024077770958789012,S99,strain
std_R100,2552,P,0.00041586986793035484,S0,strain
std_R100,2577,P,0.0004944980614409524,S1,strain
std_R100,1889,P,0.00029898389792066117,S10,strain
std_R100,1288,P,0.0002103557069274642,S11,strain
std_R100,1557,P,0.00024238484268102856,S12,strain
std_R100,1702,P,0.0002752117934236347,S13,strain
std_R100,2656,P,0.00042085314665369456,S14,strain
std_R100,1570,P,0.00026280483058713444,S15,strain
std_R100,1433,P,0.00022362828702760865,S16,strain
std_R100,3567,P,0.000614055096252749,S17,strain
std_R100,1825,P,0.00030458425167571407,S18,strain
std_R100,673,P,0.00011141489466491515,S19,strain
std_R100,1453,P,0.00023824222167020422,S2,strain
std_R100,2125,P,0.0003383078113920419,S20,strain
std_R100,471,P,7.186204318588392e-05,S21,strain
std_R100,928,P,0.00015324038181294272,S22,strain
std_R100,656,P,0.00010815307683138523,S23,strain
std_R100,1637,P,0.0002573747212428951,S24,strain
std_R100,4176,P,0.0007920925792343902,S25,strain
std_R100,1431,P,0.00024069866192737561,S26,strain
std_R100,1670,P,0.00027460890430060567,S27,strain
std_R100,342,P,5.335290230428377e-05,S28,strain
std_R100,1860,P,0.0002985538916259004,S29,strain
std_R100,951,P,0.00014683807142166737,S3,strain
std_R100,2469,P,0.0003905751943463568,S30,strain
std_R100,1852,P,0.00028841219896392746,S31,strain
std_R100,928,P,0.00014512231089765343,S32,strain
std_R100,1229,P,0.00018790434216509223,S33,strain
std_R100,34645,P,0.0059676950382952215,S34,strain
std_R100,2604,P,0.0004216544496445974,S35,strain
std_R100,1565,P,0.00024819086305557684,S36,strain
std_R100,1594,P,0.00025613720984306055,S37,strain
std_R100,6701,P,0.001120352734724013,S38,strain
std_R100,1814,P,0.0002825952777612472,S39,strain
std_R100,1104,P,0.00018415730102796138,S4,strain
std_R100,3563,P,0.0005715668969885017,S40,strain
std_R100,996,P,0.00016336160123236318,S41,strain
std_R100,1113,P,0.00018019071073983585,S42,strain
std_R100,2216,P,0.0003444068850293352,S43,strain
std_R100,1444,P,0.000246407846281093,S44,strain
std_R100,1285,P,0.00020109089856333465,S45,strain
std_R100,338,P,5.244281909632334e-05,S46,strain
std_R100,917,P,0.0001467318089759864,S47,strain
std_R100,2663,P,0.0004163807274044658,S48,strain
std_R100,8084,P,0.0016304675573462104,S49,strain
std_R100,1592,P,0.0002578858479309358,S5,strain
std_R100,1094,P,0.00016981009364235044,S50,strain
std_R100,2073,P,0.00033834645371133256,S51,strain
std_R100,3218,P,0.0005202004436737532,S52,strain
std_R100,2091,P,0.0003317221041302813,S53,strain
std_R100,2147,P,0.0003494854652624958,S54,strain
std_R100,982,P,0.00015701586707695457,S55,strain
std_R100,894,P,0.00013919416542899595,S56,strain
std_R100,1615,P,0.00026663250248554324,S57,strain
std_R100,1039,P,0.00017536033679986458,S58,strain
std_R100,1161,P,0.00018333244377884012,S59,strain
std_R100,3035,P,0.0005016499904546007,S6,strain
std_R100,645,P,0.00010479363452594447,S60,strain
std_R100,370,P,8.143476613035637e-05,S61,strain
std_R100,1821,P,0.00032051428726317406,S62,strain
std_R100,826,P,0.00013105893717231298,S63,strain
std_R100,1173,P,0.00018794176529069687,S64,strain
std_R100,1409,P,0.0002799866385368522,S65,strain
std_R100,3024,P,0.00047764920772464913,S66,strain
std_R100,1068,P,0.00016809651006147327,S67,strain
std_R100,1114,P,0.0001735742681289286,S68,strain
std_R100,1043,P,0.00017816490827752797,S69,strain
std_R100,806,P,0.0001431494803815946,S7,strain
std_R100,2058,P,0.00033445620476390447,S70,strain
std_R100,1357,P,0.00021658626214247705,S71,strain
std_R100,3858,P,0.0007094024323419842,S72,strain
std_R100,7296,P,0.001130594338381493,S73,strain
std_R100,2222,P,0.0003499167412326329,S74,strain
std_R100,1583,P,0.0002530093002894343,S75,strain
std_R100,3194,P,0.0004975402600263163,S76,strain
std_R100,1213,P,0.00019209049568532757,S77,strain
std_R100,1362,P,0.00021187109712671992,S78,strain
std_R100,1939,P,0.00030719167556503307,S79,strain
std_R100,641,P,0.00010931211302701953,S8,strain
std_R100,561,P,8.627993671574267e-05,S80,strain
std_R100,2007,P,0.00031669103783298124,S81,strain
std_R100,5741,P,0.0009177902309774746,S82,strain
std_R100,1978,P,0.00034062426543206157,S83,strain
std_R100,653,P,0.00010658313247663129,S84,strain
std_R100,891,P,0.00015287571050316183,S85,strain
std_R100,1823,P,0.00028864552730059433,S86,strain
std_R100,1404,P,0.0002280746583875349,S87,strain
std_R100,7655,P,0.0012154017359207498,S88,strain
std_R100,1488,P,0.00024292065065512663,S89,strain
std_R100,1512,P,0.00024254222753220022,S9,strain
std_R100,671,P,0.0001053374865502397,S90,strain
std_R100,3778,P,0.0005760056008845299,S91,strain
std_R100,1222,P,0.00020706554403929976,S92,strain
std_R100,729,P,0.00012716689599736526,S93,strain
std_R100,1614,P,0.0002776689161174935,S94,strain
std_R100,2275,P,0.00036678693516222703,S95,strain
std_R100,1887,P,0.0003091421036309207,S96,strain
std_R100,1994,P,0.0003061525923478434,S97,strain
std_R100,2201,P,0.00036753974472269037,S98,strain
std_R100,669,P,0.00010487134449296115,S99,strain
std_R100,4874,R,0.0007942593010550743,S0,strain
std_R100,6405,R,0.0012290493145243695,S1,strain
std_R100,4515,R,0.0007146174161523479,S10,strain
std_R100,5645,R,0.0009219394142900119,S11,strain
std_R100,3615,R,0.0005627624960127927,S12,strain
std_R100,3357,R,0.0005428237312121867,S13,strain
std_R100,3662,R,0.0005802576140985804,S14,strain
std_R100,5959,R,0.0009974866149482383,S15,strain
std_R100,8610,R,0.0013436423944924707,S16,strain
std_R100,8402,R,0.0014463949870242773,S17,strain
std_R100,3359,R,0.0005606019185636842,S18,strain
std_R100,6333,R,0.0010484257472702938,S19,strain
std_R100,5692,R,0.0009332929977610478,S2,strain
std_R100,8047,R,0.0012811119803631818,S20,strain
std_R100,1072,R,0.00016355862058443219,S21,strain
std_R100,8269,R,0.0013654576694086457,S22,strain
std_R100,2482,R,0.0004092011230114301,S23,strain
std_R100,6959,R,0.001094117706248813,S24,strain
std_R100,7282,R,0.001381230402774145,S25,strain
std_R100,10383,R,0.001746452974697373,S26,strain
std_R100,5331,R,0.000876610819656604,S27,strain
std_R100,3765,R,0.0005873499332620713,S28,strain
std_R100,9116,R,0.0014632350946568323,S29,strain
std_R100,5966,R,0.0009211734322835621,S3,strain
std_R100,4499,R,0.0007117042524764113,S30,strain
std_R100,6217,R,0.0009681742121807435,S31,strain
std_R100,4283,R,0.0006697832516968207,S32,strain
std_R100,5169,R,0.0007902990599278777,S33,strain
std_R100,2856,R,0.0004919537315448449,S34,strain
std_R100,9817,R,0.0015896243211063798,S35,strain
std_R100,3246,R,0.000514777981775337,S36,strain
std_R100,10598,R,0.0017029749999477764,S37,strain
std_R100,12754,R,0.0021323651363483157,S38,strain
std_R100,6368,R,0.000992043400652493,S39,strain
std_R100,8140,R,0.0013578264767822516,S4,strain
std_R100,3553,R,0.0005699627238282759,S40,strain
std_R100,3800,R,0.0006232671532961648,S41,strain
std_R100,2581,R,0.0004178546490741387,S42,strain
std_R100,3413,R,0.0005304425535221666,S43,strain
std_R100,2769,R,0.00047250922877586324,S44,strain
std_R100,1926,R,0.000301401611387535,S45,strain
std_R100,1458,R,0.00022621784095396282,S46,strain
std_R100,5824,R,0.0009319150005192418,S47,strain
std_R100,5241,R,0.0008194710448091645,S48,strain
std_R100,2862,R,0.0005772387616433516,S49,strain
std_R100,4892,R,0.0007924482211546093,S5,strain
std_R100,7112,R,0.001103920828139302,S50,strain
std_R100,7114,R,0.0011611175454425565,S51,strain
std_R100,4656,R,0.000752657944606897,S52,strain
std_R100,13472,R,0.0021372358617136058,S53,strain
std_R100,4887,R,0.0007954985881405761,S54,strain
std_R100,4812,R,0.0007694097274687428,S55,strain
std_R100,7039,R,0.0010959594300388171,S56,strain
std_R100,8998,R,0.001485547527780135,S57,strain
std_R100,4658,R,0.0007861679006869771,S58,strain
std_R100,5948,R,0.0009392432175680802,S59,strain
std_R100,9651,R,0.0015951973831556346,S6,strain
std_R100,3799,R,0.0006172263838202527,S60,strain
std_R100,2698,R,0.0005938135108640581,S61,strain
std_R100,6758,R,0.0011894758667350524,S62,strain
std_R100,1684,R,0.00026719521815759693,S63,strain
std_R100,3339,R,0.000534985127285283,S64,strain
std_R100,7293,R,0.0014492140204749916,S65,strain
std_R100,4910,R,0.0007755481514312259,S66,strain
std_R100,4187,R,0.0006590075726848208,S67,strain
std_R100,10482,R,0.0016332185624124142,S68,strain
std_R100,3095,R,0.0005286868562981295,S69,strain
std_R100,5143,R,0.0009134215603009194,S7,strain
std_R100,10501,R,0.0017065717231417692,S70,strain
std_R100,3641,R,0.0005811279148568599,S71,strain
std_R100,4259,R,0.0007831376255429006,S72,strain
std_R100,8465,R,0.0013117435683113127,S73,strain
std_R100,2808,R,0.0004421990141229672,S74,strain
std_R100,8013,R,0.0012807097430317354,S75,strain
std_R100,3393,R,0.0005285391678989641,S76,strain
std_R100,4338,R,0.0006869650208433232,S77,strain
std_R100,3138,R,0.0004881435409571565,S78,strain
std_R100,17313,R,0.0027428620314891273,S79,strain
std_R100,3393,R,0.0005786209040572188,S8,strain
std_R100,4917,R,0.0007562182688615094,S80,strain
std_R100,6442,R,0.001016504068619863,S81,strain
std_R100,10424,R,0.0016664423214961149,S82,strain
std_R100,5062,R,0.0008717088127487844,S83,strain
std_R100,2634,R,0.000429923385824574,S84,strain
std_R100,2656,R,0.0004557103109948348,S85,strain
std_R100,8738,R,0.0013835351714495848,S86,strain
std_R100,13285,R,0.0021580995987737902,S87,strain
std_R100,4238,R,0.0006728768852817946,S88,strain
std_R100,3712,R,0.0006059956016342944,S89,strain
std_R100,4146,R,0.000665066187399803,S9,strain
std_R100,6264,R,0.0009833591888982138,S90,strain
std_R100,3201,R,0.0004880343907970832,S91,strain
std_R100,3094,R,0.0005242723349080143,S92,strain
std_R100,2956,R,0.0005156451914515935,S93,strain
std_R100,6441,R,0.0011080950983350531,S94,strain
std_R100,6729,R,0.0010848832029479673,S95,strain
std_R100,1778,R,0.0002912849285934165,S96,strain
std_R100,4856,R,0.0007455752198802044,S97,strain
std_R100,4664,R,0.000778830245064347,S98,strain
std_R100,5337,R,0.0008366193805066273,S99,strain
std_R100,1738116,S,0.28324062357666013,S0,strain
std_R100,1810020,S,0.34732300394619814,S1,strain
std_R100,2393788,S,0.37887986608560276,S10,strain
std_R100,1918440,S,0.3133189459611214,S11,strain
std_R100,2204401,S,0.34316852253750935,S12,strain
std_R100,1869179,S,0.30224447991762404,S13,strain
std_R100,2450251,S,0.388251447078826,S14,strain
std_R100,2027269,S,0.3393478255411143,S15,strain
std_R100,2288396,S,0.35711798850023135,S16,strain
std_R100,1909555,S,0.3287277766540281,S17,strain
std_R100,1627578,S,0.2716354121500577,S18,strain
std_R100,2117628,S,0.3505725119754457,S19,strain
std_R100,2890676,S,0.47397183232535395,S2,strain
std_R100,2439378,S,0.38835794462959833,S20,strain
std_R100,1391904,S,0.2123674423749566,S21,strain
std_R100,1699593,S,0.2806533192312551,S22,strain
std_R100,3352995,S,0.5527998869668453,S23,strain
std_R100,1852372,S,0.2912362413794405,S24,strain
std_R100,2346528,S,0.44508319343048736,S25,strain
std_R100,2299452,S,0.38677499620281464,S26,strain
std_R100,2224671,S,0.36581704535289383,S27,strain
std_R100,2090546,S,0.32613069152225505,S28,strain
std_R100,1863110,S,0.29905308657372653,S29,strain
std_R100,2012171,S,0.3106869705684625,S3,strain
std_R100,1806884,S,0.28583396900013064,S30,strain
std_R100,2399301,S,0.3736434543122841,S31,strain
std_R100,2904542,S,0.4542175076932027,S32,strain
std_R100,2208352,S,0.33763948724895504,S33,strain
std_R100,2454926,S,0.4228676492879762,S34,strain
std_R100,2364254,S,0.3828334175076951,S35,strain
std_R100,2017995,S,0.3200306202503762,S36,strain
std_R100,2552525,S,0.4101609984659084,S37,strain
std_R100,2252570,S,0.37661139526298615,S38,strain
std_R100,1910895,S,0.29769013412214906,S39,strain
std_R100,2131917,S,0.35562326153589524,S4,strain
std_R100,2620853,S,0.42043020394976305,S40,strain
std_R100,2175934,S,0.3568916289316676,S41,strain
std_R100,3339211,S,0.5406062923632328,S42,strain
std_R100,2423421,S,0.376643897890197,S43,strain
std_R100,2035837,S,0.3474004228181174,S44,strain
std_R100,1117036,S,0.17480604900201796,S45,strain
std_R100,1981901,S,0.3075043657095335,S46,strain
std_R100,2012267,S,0.3219886336452358,S47,strain
std_R100,2666090,S,0.4168638728973985,S48,strain
std_R100,1730972,S,0.3491209412017175,S49,strain
std_R100,1906637,S,0.30885345442305007,S5,strain
std_R100,1889592,S,0.29330145746420133,S50,strain
std_R100,2606335,S,0.42539517821212053,S51,strain
std_R100,2059892,S,0.33298841899316806,S52,strain
std_R100,2307908,S,0.3661329975605496,S53,strain
std_R100,2284640,S,0.3718902996540794,S54,strain
std_R100,2538775,S,0.40593478405121725,S55,strain
std_R100,2084622,S,0.3245718339204971,S56,strain
std_R100,2791194,S,0.4608192205217544,S57,strain
std_R100,2419578,S,0.40837152357415085,S58,strain
std_R100,1932993,S,0.30523714943789104,S59,strain
std_R100,2934465,S,0.48503273121560453,S6,strain
std_R100,1679867,S,0.27292925341115465,S60,strain
std_R100,1454685,S,0.3201673858603715,S61,strain
std_R100,2012047,S,0.3541404778391036,S62,strain
std_R100,3261357,S,0.5174697120574857,S63,strain
std_R100,1990174,S,0.31887196487267466,S64,strain
std_R100,2151217,S,0.42747481660279035,S65,strain
std_R100,2210823,S,0.3492056396724312,S66,strain
std_R100,2401942,S,0.3780506250656135,S67,strain
std_R100,2160752,S,0.33667050898394857,S68,strain
std_R100,1632603,S,0.27888069391046694,S69,strain
std_R100,1788381,S,0.3176250755264473,S7,strain
std_R100,1825483,S,0.29666866668660186,S70,strain
std_R100,2532351,S,0.40418013082001764,S71,strain
std_R100,2244727,S,0.41275655618033313,S72,strain
std_R100,2504626,S,0.38811896592147543,S73,strain
std_R100,1896462,S,0.2986515764678314,S74,strain
std_R100,1962175,S,0.3136124597570567,S75,strain
std_R100,3127881,S,0.4872406781688711,S76,strain
std_R100,1987932,S,0.31480860945484307,S77,strain
std_R100,1862946,S,0.2897976599910678,S78,strain
std_R100,2467124,S,0.39086124568680075,S79,strain
std_R100,2089867,S,0.35639278894764154,S8,strain
std_R100,2304326,S,0.3543976852984678,S80,strain
std_R100,4025124,S,0.6351373676962834,S81,strain
std_R100,2414363,S,0.3859743555884808,S82,strain
std_R100,2033338,S,0.35015382336961437,S83,strain
std_R100,1647419,S,0.26889292116618596,S84,strain
std_R100,1721325,S,0.29534094543418077,S85,strain
std_R100,2327952,S,0.3685973299892886,S86,strain
std_R100,2299278,S,0.3735092908746257,S87,strain
std_R100,1997724,S,0.317183176680672,S88,strain
std_R100,1891314,S,0.308762921688945,S89,strain
std_R100,1954725,S,0.31356042044502647,S9,strain
std_R100,2558437,S,0.4016383354353735,S90,strain
std_R100,2171122,S,0.3310159958188519,S91,strain
std_R100,1530499,S,0.2593401048171884,S92,strain
std_R100,2470826,S,0.4310113483807764,S93,strain
std_R100,1758969,S,0.30260905558505047,S94,strain
std_R100,2273304,S,0.36651349751737644,S95,strain
std_R100,1558421,S,0.25531189522130526,S96,strain
std_R100,2019018,S,0.30999377868453265,S97,strain
std_R100,1714057,S,0.2862262936029716,S98,strain
std_R100,2195043,S,0.344091346232979,S99,strain
std_R100,88755,U,0.014463373874670315,S0,strain
std_R100,54503,U,0.010458528460502999,S1,strain
std_R100,145453,U,0.02302176013989091,S10,strain
std_R100,22751,U,0.003715685317008337,S11,strain
std_R100,57375,U,0.008931811399373163,S12,strain
std_R100,37984,U,0.006141976945595383,S13,strain
std_R100,73872,U,0.011705295048795831,S14,strain
std_R100,59845,U,0.010017551010501313,S15,strain
std_R100,29945,U,0.004673097735549017,S16,strain
std_R100,62072,U,0.010685625997925606,S17,strain
std_R100,31249,U,0.005215316866090076,S18,strain
std_R100,30081,U,0.004979898137318444,S19,strain
std_R100,27594,U,0.004524470657100905,S2,strain
std_R100,63864,U,0.010167383560819466,S20,strain
std_R100,15687,U,0.0023934179861081974,S21,strain
std_R100,50880,U,0.008401800244226858,S22,strain
std_R100,39206,U,0.0064637950156269655,S23,strain
std_R100,18362,U,0.0028869362440207937,S24,strain
std_R100,47416,U,0.008993740837398909,S25,strain
std_R100,127771,U,0.021491480596172403,S26,strain
std_R100,39343,U,0.006469424025089059,S27,strain
std_R100,25062,U,0.003909738121491111,S28,strain
std_R100,42009,U,0.006742984103931425,S29,strain
std_R100,103757,U,0.016020481363299623,S3,strain
std_R100,34816,U,0.00550760063441181,S30,strain
std_R100,37494,U,0.005838945457858259,S31,strain
std_R100,20846,U,0.0032599350139789693,S32,strain
std_R100,94561,U,0.0144576261183672,S33,strain
std_R100,26943,U,0.004641004688029677,S34,strain
std_R100,69210,U,0.011206875752650764,S35,strain
std_R100,108496,U,0.017206208228803747,S36,strain
std_R100,21874,U,0.0035148966926644327,S37,strain
std_R100,42923,U,0.007176376724751353,S38,strain
std_R100,28962,U,0.004511865730166064,S39,strain
std_R100,85097,U,0.01419495819345691,S4,strain
std_R100,27665,U,0.004437945047765058,S40,strain
std_R100,19834,U,0.00325312650486214,S41,strain
std_R100,17018,U,0.002755153203387715,S42,strain
std_R100,248619,U,0.03863993472432684,S43,strain
std_R100,121790,U,0.020782556508707976,S44,strain
std_R100,126876,U,0.019854948518382605,S45,strain
std_R100,26526,U,0.004115675205174772,S46,strain
std_R100,88695,U,0.014192342199700232,S47,strain
std_R100,69921,U,0.010932691265808356,S48,strain
std_R100,42510,U,0.008573871333843073,S49,strain
std_R100,39720,U,0.00643418711043767,S5,strain
std_R100,29182,U,0.004529614399150887,S50,strain
std_R100,31740,U,0.005180471027881184,S51,strain
std_R100,56683,U,0.009162996192902222,S52,strain
std_R100,123302,U,0.019560975075787634,S53,strain
std_R100,39935,U,0.0065005598766920214,S54,strain
std_R100,54933,U,0.008783454812768172,S55,strain
std_R100,27231,U,0.0042398169114060275,S56,strain
std_R100,24821,U,0.004097885662039423,S57,strain
std_R100,57588,U,0.009719587175775361,S58,strain
std_R100,66058,U,0.01043115811467926,S59,strain
std_R100,116430,U,0.01924451676725837,S6,strain
std_R100,27238,U,0.004425378321267714,S60,strain
std_R100,20637,U,0.004542079104411255,S61,strain
std_R100,35746,U,0.006291654976666348,S62,strain
std_R100,23239,U,0.0036872622771760067,S63,strain
std_R100,25451,U,0.004077839615015794,S64,strain
std_R100,94739,U,0.01882587235510493,S65,strain
std_R100,151891,U,0.023991605757442025,S66,strain
std_R100,23364,U,0.003677347248198747,S67,strain
std_R100,75068,U,0.01169647500888906,S68,strain
std_R100,43066,U,0.007356519597200403,S69,strain
std_R100,22943,U,0.004074787256073108,S7,strain
std_R100,22508,U,0.0036578912812565414,S70,strain
std_R100,28643,U,0.004571614079990398,S71,strain
std_R100,28341,U,0.005211294539918137,S72,strain
std_R100,99264,U,0.0153820334985061,S73,strain
std_R100,26667,U,0.004199473329635744,S74,strain
std_R100,29059,U,0.004644470787814701,S75,strain
std_R100,68625,U,0.010689950013871621,S76,strain
std_R100,47541,U,0.007528585536171606,S77,strain
std_R100,39605,U,0.006160906609180427,S78,strain
std_R100,59175,U,0.00937497029477093,S79,strain
std_R100,21422,U,0.0036531732999451052,S8,strain
std_R100,29525,U,0.0045408469367777225,S80,strain
std_R100,151134,U,0.0238479239221972,S81,strain
std_R100,73021,U,0.011673569144087471,S82,strain
std_R100,38974,U,0.006711572356394928,S83,strain
std_R100,34665,U,0.005658046381780127,S84,strain
std_R100,24661,U,0.004231277100694135,S85,strain
std_R100,130675,U,0.020690485068571126,S86,strain
std_R100,37535,U,0.006097423292433136,S87,strain
std_R100,39242,U,0.00623054146583959,S88,strain
std_R100,64811,U,0.01058059831290955,S89,strain
std_R100,118201,U,0.01896080280194021,S9,strain
std_R100,40933,U,0.006425900651208587,S90,strain
std_R100,167031,U,0.02546606445774058,S91,strain
std_R100,78320,U,0.013271173002584253,S92,strain
std_R100,61945,U,0.010805697356044981,S93,strain
std_R100,117804,U,0.02026673419721512,S94,strain
std_R100,87853,U,0.014164102248266872,S95,strain
std_R100,23258,U,0.003810295202039191,S96,strain
std_R100,76158,U,0.011693063755279367,S97,strain
std_R100,123660,U,0.020649688701684637,S98,strain
std_R100,30987,U,0.004857471377882492,S99,strain
std_R10,23772,C,0.003873847374780719,S0,strain
std_R10,17987,C,0.003451508199898491,S1,strain
std_R10,28088,C,0.004445664226996046,S10,strain
std_R10,24720,C,0.004037261704384251,S11,strain
std_R10,25824,C,0.004020132419649891,S12,strain
std_R10,18893,C,0.0030549802662471976,S13,strain
std_R10,26432,C,0.004188249387180141,S14,strain
std_R10,18255,C,0.003055733874119834,S15,strain
std_R10,26105,C,0.004073842590967009,S16,strain
std_R10,19823,C,0.003412507477717478,S17,strain
std_R10,19169,C,0.003199219463217404,S18,strain
std_R10,27056,C,0.0044791105349984315,S19,strain
std_R10,12308,C,0.0020180903402043176,S2,strain
std_R10,16679,C,0.0026553581111566434,S20,strain
std_R10,14089,C,0.002149605788632523,S21,strain
std_R10,20437,C,0.003374756124042144,S22,strain
std_R10,22675,C,0.0037383704529750914,S23,strain
std_R10,26835,C,0.004219090192152162,S24,strain
std_R10,16100,C,0.0030538052025080656,S25,strain
std_R10,14185,C,0.002385961229517696,S26,strain
std_R10,18488,C,0.00304010145072431,S27,strain
std_R10,26777,C,0.004177282646204113,S28,strain
std_R10,21675,C,0.003479115914511501,S29,strain
std_R10,19409,C,0.0029968245302030936,S3,strain
std_R10,30326,C,0.00479732010682366,S30,strain
std_R10,33258,C,0.005179272631286339,S31,strain
std_R10,17779,C,0.002780312031734246,S32,strain
std_R10,32039,C,0.004898508721421798,S33,strain
std_R10,11113,C,0.0019142443342639573,S34,strain
std_R10,16987,C,0.0027506313886761814,S35,strain
std_R10,14857,C,0.0023561480207135495,S36,strain
std_R10,20091,C,0.0032283893870495165,S37,strain
std_R10,28347,C,0.004739387997496135,S38,strain
std_R10,24920,C,0.0038821798907443658,S39,strain
std_R10,17666,C,0.0029468504347463457,S4,strain
std_R10,19339,C,0.003102310474560942,S40,strain
std_R10,25573,C,0.004194423924011269,S41,strain
std_R10,19878,C,0.003218176952458632,S42,strain
std_R10,25346,C,0.00393923145665773,S43,strain
std_R10,17718,C,0.00302344475097535,S44,strain
std_R10,20903,C,0.0032711307802874585,S45,strain
std_R10,31629,C,0.004907437648513642,S46,strain
std_R10,16262,C,0.0026021294193756712,S47,strain
std_R10,28299,C,0.004424768383334201,S48,strain
std_R10,11992,C,0.0024186747832379706,S49,strain
std_R10,23853,C,0.00386391402681948,S5,strain
std_R10,22826,C,0.0035430394858137946,S50,strain
std_R10,26970,C,0.004401931431063501,S51,strain
std_R10,55388,C,0.008953655119391498,S52,strain
std_R10,29238,C,0.004638398316863301,S53,strain
std_R10,33046,C,0.005379178707528848,S54,strain
std_R10,36924,C,0.005903924517260153,S55,strain
std_R10,35747,C,0.005565742540928767,S56,strain
std_R10,16967,C,0.002801209702583413,S57,strain
std_R10,38815,C,0.0065511178757331505,S58,strain
std_R10,34991,C,0.0055253966755085225,S59,strain
std_R10,19506,C,0.0032241135795082177,S6,strain
std_R10,36112,C,0.005867143767443266,S60,strain
std_R10,29327,C,0.006454695638662058,S61,strain
std_R10,26233,C,0.004617271443039454,S62,strain
std_R10,26769,C,0.004247356766544366,S63,strain
std_R10,38614,C,0.006186857054505515,S64,strain
std_R10,26585,C,0.005282785511357144,S65,strain
std_R10,31592,C,0.00499004423625566,S66,strain
std_R10,41236,C,0.00649028809821621,S67,strain
std_R10,25056,C,0.0039040187273235503,S68,strain
std_R10,39759,C,0.006791618972393322,S69,strain
std_R10,21943,C,0.003897182441703884,S7,strain
std_R10,32885,C,0.00534431112422789,S70,strain
std_R10,30813,C,0.004917960571404676,S71,strain
std_R10,26011,C,0.004782858130546228,S72,strain
std_R10,39029,C,0.006047966890445625,S73,strain
std_R10,37907,C,0.005969529212378675,S74,strain
std_R10,40878,C,0.006533489688712253,S75,strain
std_R10,31561,C,0.004916364479239377,S76,strain
std_R10,62437,C,0.009887513832732727,S77,strain
std_R10,41025,C,0.0063818001171980065,S78,strain
std_R10,34530,C,0.0054705149856939615,S79,strain
std_R10,23771,C,0.004053757002753949,S8,strain
std_R10,37994,C,0.005843351008160298,S80,strain
std_R10,17658,C,0.0027863130772569915,S81,strain
std_R10,34269,C,0.005478445118510203,S82,strain
std_R10,32846,C,0.00565629151788751,S83,strain
std_R10,49754,C,0.008120883879390984,S84,strain
std_R10,38691,C,0.006638511913667603,S85,strain
std_R10,34379,C,0.005443414472335234,S86,strain
std_R10,35316,C,0.005736954868671071,S87,strain
std_R10,39863,C,0.006329139046245441,S88,strain
std_R10,45847,C,0.007484666042060209,S89,strain
std_R10,20092,C,0.0032229883833180995,S9,strain
std_R10,28008,C,0.004396858902085117,S90,strain
std_R10,43720,C,0.006665686837128547,S91,strain
std_R10,40382,C,0.006842652045331426,S92,strain
std_R10,24927,C,0.004348270530214436,S93,strain
std_R10,37874,C,0.006515757452933054,S94,strain
std_R10,33353,C,0.005377338307017916,S95,strain
std_R10,43123,C,0.007064724395800844,S96,strain
std_R10,54414,C,0.008354557251763064,S97,strain
std_R10,31110,C,0.005194984760710085,S98,strain
std_R10,57243,C,0.008973318942915658,S99,strain
std_R10,7588,D,0.0012365284317615722,S0,strain
std_R10,5349,D,0.0010264144860875647,S1,strain
std_R10,8151,D,0.0012901099798577603,S10,strain
std_R10,7449,D,0.0012165680597070502,S11,strain
std_R10,8457,D,0.0013165373246971474,S12,strain
std_R10,7028,D,0.0011364209660289688,S13,strain
std_R10,8374,D,0.0013268916604209481,S14,strain
std_R10,5623,D,0.0009412430333703548,S15,strain
std_R10,5681,D,0.0008865542907214548,S16,strain
std_R10,6640,D,0.0011430686400667937,S17,strain
std_R10,6929,D,0.001156418783485492,S18,strain
std_R10,6606,D,0.001093620793694546,S19,strain
std_R10,5208,D,0.0008539335791179791,S2,strain
std_R10,6185,D,0.0009846747357457784,S20,strain
std_R10,6752,D,0.001030175192337767,S21,strain
std_R10,5481,D,0.0009050760050826928,S22,strain
std_R10,6605,D,0.001088949805596493,S23,strain
std_R10,7820,D,0.0012294870617711908,S24,strain
std_R10,5525,D,0.0010479673132830474,S25,strain
std_R10,5452,D,0.0009170433996003157,S26,strain
std_R10,5612,D,0.0009228174676257478,S27,strain
std_R10,5132,D,0.0008006055398408898,S28,strain
std_R10,6658,D,0.0010686945217447553,S29,strain
std_R10,7244,D,0.001118501566118358,S3,strain
std_R10,7456,D,0.0011794769740973822,S30,strain
std_R10,8730,D,0.0013595240264336322,S31,strain
std_R10,6564,D,0.00102649013872004,S32,strain
std_R10,8633,D,0.001319917156966022,S33,strain
std_R10,9540,D,0.0016432908259586207,S34,strain
std_R10,5727,D,0.0009273483230086827,S35,strain
std_R10,6030,D,0.0009562881177157369,S36,strain
std_R10,5593,D,0.000898729871174553,S37,strain
std_R10,9868,D,0.0016498493935616417,S38,strain
std_R10,8037,D,0.0012520497504780286,S39,strain
std_R10,5174,D,0.0008630705394190872,S4,strain
std_R10,7716,D,0.0012377800104303339,S40,strain
std_R10,6995,D,0.0011473036150807033,S41,strain
std_R10,8782,D,0.0014217743231960812,S42,strain
std_R10,10046,D,0.0015613319345689086,S43,strain
std_R10,6650,D,0.0011347729762945073,S44,strain
std_R10,8686,D,0.0013592805797051554,S45,strain
