family	group	sample	library	c	rank	taxon_classified	taxon_total	taxon_precision	taxon_recall	read_classified	read_total	read_tp	read_fp	read_vp	read_fn	read_ppv	read_sensitivity	read_recall	read_index	read_softIndex	read_tp_frac	read_vp_frac	read_fp_frac	read_fn_frac	read_classified_frac
cami2	strain	S60	std_1-step	0.15	Species	59	20	0.23728813559322	0.7	6128875	6154954	1150856	69609	4908410	26079	0.942965181303847	0.186980438846497	0.977841597029573	1.59501110812526	1.55687743563965	0.186980438846497	0.797473059912389	0.0113094265204906	0.0042370747206234	0.995762925279377
cami2	strain	S61	std_1-step	0.15	Genus	24	14	0.583333333333333	1	4523700	4543514	2611464	6656	1905580	19814	0.997457717751669	0.574767459723905	0.992469818848484	1.05678468251666	1.0175362065573	0.574767459723905	0.419406653088336	0.0014649454144963	0.0043609417732618	0.995639058226738
cami2	strain	S61	std_1-step	0.15	Species	55	20	0.254545454545455	0.7	4523700	4543514	776228	17147	3730325	19814	0.978387269576178	0.170843096334687	0.975109353526573	1.47918109199179	1.43993261603244	0.170843096334687	0.821022010716815	0.0037739511752357	0.0043609417732618	0.995639058226738
cami2	strain	S62	std_1-step	0.15	Genus	22	14	0.636363636363636	1	5646814	5681494	3683087	3359	1960368	34680	0.99908882430395	0.648260299139628	0.990671819939227	0.886648124595397	0.831711870152464	0.648260299139628	0.345044454856416	0.0005912177325189	0.006104028271437	0.993895971728563
cami2	strain	S62	std_1-step	0.15	Species	64	20	0.25	0.8	5646814	5681494	1408126	21091	4217597	34680	0.985242968702443	0.247844317005351	0.97596350444897	1.31203218730848	1.25709593286555	0.247844317005351	0.742339426918342	0.0037122278048696	0.006104028271437	0.993895971728563
cami2	strain	S63	std_1-step	0.15	Genus	22	14	0.636363636363636	1	6280166	6302508	4409585	20626	1849955	22342	0.995344239811603	0.699655597422486	0.994958851984701	0.756856952819417	0.72495251096865	0.699655597422486	0.293526799172647	0.003272665421448	0.0035449379834186	0.996455062016581
cami2	strain	S63	std_1-step	0.15	Species	56	20	0.267857142857143	0.75	6280166	6302508	810156	2024213	3445797	22342	0.28583293142142	0.128545017316916	0.973162698288765	3.87119254747475	3.83928810562398	0.128545017316916	0.546734252459497	0.321175792240169	0.0035449379834186	0.996455062016581
cami2	strain	S64	std_1-step	0.15	Genus	21	14	0.666666666666667	1	6216880	6241295	3488839	1387	2726654	24415	0.99960260453048	0.558992805179053	0.993050602091395	1.06789183975441	1.03268520395206	0.558992805179053	0.436873116877187	0.0002222295212772	0.0039118484224828	0.996088151577517
cami2	strain	S64	std_1-step	0.15	Species	58	20	0.241379310344828	0.7	6216880	6241295	1515358	16064	4685458	24415	0.989510402749863	0.242795445496488	0.984143766646123	1.40290196185247	1.36769532605012	0.242795445496488	0.750718881257816	0.0025738248232137	0.0039118484224828	0.996088151577517
cami2	strain	S65	std_1-step	0.15	Genus	27	14	0.518518518518519	1	4939894	5032383	3788657	6240	1144997	92489	0.998355686597028	0.752855456351395	0.976169667412666	0.75816864495409	0.592759732317672	0.752855456351395	0.227525806362513	0.0012399692153796	0.0183787680707132	0.981621231929287
cami2	strain	S65	std_1-step	0.15	Species	75	20	0.213333333333333	0.8	4939894	5032383	1527855	33899	3378140	92489	0.978294276819525	0.303604673968575	0.942920145351851	1.2513890536551	1.08598014101868	0.303604673968575	0.671280385455559	0.0067361725051531	0.0183787680707132	0.981621231929287
cami2	strain	S66	std_1-step	0.15	Genus	21	14	0.666666666666667	1	6181937	6331006	3749564	3602	2428771	149069	0.999040276928865	0.59225405883362	0.961763777200881	1.1059833145001	0.894070547397997	0.59225405883362	0.383631132240279	0.0005689459147566	0.0235458630113444	0.976454136988656
cami2	strain	S66	std_1-step	0.15	Species	53	20	0.283018867924528	0.75	6181937	6331006	1617526	73304	4491107	149069	0.956646144201368	0.255492728959663	0.915617897707171	1.53082164193179	1.31890887482969	0.255492728959663	0.709382837419519	0.0115785706094734	0.0235458630113444	0.976454136988656
cami2	strain	S67	std_1-step	0.15	Genus	22	14	0.636363636363636	1	6331021	6353493	4347813	3048	1980160	22472	0.999299449005611	0.684318531554218	0.994858001251635	0.80090369187469	0.769071123553611	0.684318531554218	0.311664780302741	0.0004797361073664	0.0035369520356754	0.996463047964324
cami2	strain	S67	std_1-step	0.15	Species	55	20	0.254545454545455	0.7	6331021	6353493	1445578	11980	4873463	22472	0.991780773046424	0.227524922117645	0.98469261946119	1.26894402811178	1.2371114597907	0.227524922117645	0.767052548889249	0.0018855769574311	0.0035369520356754	0.996463047964324
cami2	strain	S68	std_1-step	0.15	Genus	23	14	0.608695652173913	1	6345306	6418002	4037156	3128	2305022	72696	0.999225796998429	0.629036263933854	0.982311771810761	0.971555477857439	0.869613471606896	0.629036263933854	0.359149467388761	0.0004873790939921	0.0113268895833937	0.988673110416606
cami2	strain	S68	std_1-step	0.15	Species	67	20	0.208955223880597	0.7	6345306	6418002	1574674	38885	4731747	72696	0.975901098131522	0.245352681410819	0.955871479995387	1.39980994085075	1.29786793460021	0.245352681410819	0.73726168985301	0.0060587391527768	0.0113268895833937	0.988673110416606
cami2	strain	S69	std_1-step	0.15	Genus	25	14	0.56	1	5812821	5854127	2740842	10189	3061790	41306	0.996296297642593	0.468189706167973	0.985153198176373	1.28973098807047	1.22622809515407	0.468189706167973	0.52301393529727	0.0017404815440457	0.0070558769907109	0.992944123009289
cami2	strain	S69	std_1-step	0.15	Species	70	20	0.2	0.7	5812821	5854127	873571	62203	4877047	41306	0.933527753496036	0.149223103632702	0.954850761359177	1.67977770212365	1.61627480920725	0.149223103632702	0.833095523892803	0.0106254954837843	0.0070558769907109	0.992944123009289
cami2	strain	S70	std_1-step	0.15	Genus	20	14	0.7	1	6131690	6153272	3158061	1034	2972595	21582	0.999672691071335	0.513232797119971	0.993212445548132	1.16251711284663	1.13095049268097	0.513232797119971	0.483091759961204	0.0001680406781952	0.003507402240629	0.996492597759371
cami2	strain	S70	std_1-step	0.15	Species	52	20	0.230769230769231	0.6	6131690	6153272	1322847	39923	4768920	21582	0.97070452093897	0.214982695385479	0.983947088317791	1.51132763186805	1.47976101170239	0.214982695385479	0.77502180953483	0.0064880928390618	0.003507402240629	0.996492597759371
cami2	strain	S71	std_1-step	0.15	Genus	21	14	0.666666666666667	1	6238057	6265402	4535489	3578	1698990	27345	0.999211732278902	0.723894332717996	0.994007014061875	0.698051617438115	0.658771615931428	0.723894332717996	0.271170149976011	0.0005710726941383	0.0043644446118541	0.995635555388146
cami2	strain	S71	std_1-step	0.15	Species	51	20	0.274509803921569	0.7	6238057	6265402	1888599	26900	4322558	27345	0.98595666194553	0.301433012598394	0.985727662186369	1.15029171312551	1.11101171161882	0.301433012598394	0.68990912314964	0.0042934196401124	0.0043644446118541	0.995635555388146
cami2	strain	S72	std_1-step	0.15	Genus	23	14	0.608695652173913	1	5411122	5438380	4053502	5420	1352200	27258	0.998664670077424	0.745351005262597	0.993320361893373	0.669094289108154	0.623984899915049	0.745351005262597	0.248640220065534	0.0009966203170797	0.0050121543547894	0.99498784564521
cami2	strain	S72	std_1-step	0.15	Species	61	20	0.229508196721311	0.7	5411122	5438380	1560919	25346	3824857	27258	0.984021585296278	0.28701911230918	0.982836925607158	1.15673785208095	1.11162846288785	0.28701911230918	0.703308154266528	0.0046605790695023	0.0050121543547894	0.99498784564521
cami2	strain	S73	std_1-step	0.15	Genus	22	14	0.636363636363636	1	6356996	6453243	4746551	3658	1606787	96247	0.999229928619983	0.73552956242311	0.980125745488455	0.777637383250561	0.643406733637646	0.73552956242311	0.248989074175573	0.0005668467776589	0.0149145166236572	0.985085483376343
cami2	strain	S73	std_1-step	0.15	Species	64	20	0.234375	0.75	6356996	6453243	1501216	133269	4722511	96247	0.918464225734712	0.232629702616188	0.93975009123842	1.44121428559253	1.30698363597962	0.232629702616188	0.731804303665614	0.0206514770945399	0.0149145166236572	0.985085483376343
cami2	strain	S74	std_1-step	0.15	Genus	22	14	0.636363636363636	1	6324287	6350082	3062661	4382	3257244	25795	0.998571262287487	0.482302590738198	0.99164793022792	1.22559346477731	1.18903409436288	0.482302590738198	0.512945187164512	0.0006900698290195	0.0040621522682699	0.99593784773173
cami2	strain	S74	std_1-step	0.15	Species	51	20	0.254901960784314	0.65	6324287	6350082	1238971	17996	5067320	25795	0.985682997246547	0.195111023763158	0.979604922965987	1.52993630633431	1.49337693591988	0.195111023763158	0.797992844816807	0.0028339791517652	0.0040621522682699	0.99593784773173
cami2	strain	S75	std_1-step	0.15	Genus	20	14	0.65	0.928571428571429	6228753	6256687	3389520	2940	2836293	27934	0.999133372243151	0.541743577711335	0.991826078712398	1.10867029148174	1.06848832297348	0.541743577711335	0.453321861873544	0.0004698972475369	0.0044646631675837	0.995535336832416
cami2	strain	S75	std_1-step	0.15	Species	57	20	0.245614035087719	0.7	6228753	6256687	1377676	32329	4818748	27934	0.977071712511658	0.220192571563832	0.980126777697939	1.46779901248057	1.42761704397231	0.220192571563832	0.770175653664631	0.0051671116039526	0.0044646631675837	0.995535336832416
cami2	strain	S76	std_1-step	0.15	Genus	21	14	0.666666666666667	1	6353146	6419581	4695741	1488	1655917	66435	0.999683217488438	0.731471571119673	0.986049444623634	0.776071055104687	0.682931798819892	0.731471571119673	0.257947831797745	0.000231790828716	0.0103488062538661	0.989651193746134
cami2	strain	S76	std_1-step	0.15	Species	66	20	0.227272727272727	0.75	6353146	6419581	1110680	32419	5210047	66435	0.971639376816881	0.173014407015037	0.943561164372215	1.37307403707501	1.27993478079021	0.173014407015037	0.81158676866917	0.0050500180619264	0.0103488062538661	0.989651193746134
cami2	strain	S77	std_1-step	0.15	Genus	24	14	0.583333333333333	1	6268751	6314732	4490969	2925	1774857	45981	0.99934911682385	0.711189168439769	0.989865217822546	0.77793372703703	0.712399829478116	0.711189168439769	0.28106608483147	0.0004632025555478	0.0072815441732127	0.992718455826787
cami2	strain	S77	std_1-step	0.15	Species	63	20	0.206349206349206	0.65	6268751	6314732	904444	74951	5289356	45981	0.923472143517171	0.143227614410239	0.951620590788332	1.43714349239208	1.37160959483316	0.143227614410239	0.83762161244531	0.0118692289712374	0.0072815441732127	0.992718455826787
cami2	strain	S78	std_1-step	0.15	Genus	22	14	0.636363636363636	1	6389916	6428437	3444454	1397	2944065	38521	0.999594584908053	0.535815160045902	0.988940201982501	1.12068019022353	1.06674966247628	0.535815160045902	0.457975243437868	0.0002173156554229	0.0059922808608064	0.994007719139194
cami2	strain	S78	std_1-step	0.15	Species	49	20	0.285714285714286	0.7	6389916	6428437	1184851	7704	5197361	38521	0.993539920590664	0.184314009766293	0.968512439388837	1.48003021574296	1.4260996879957	0.184314009766293	0.808495284312501	0.0011984250603995	0.0059922808608064	0.994007719139194
cami2	strain	S79	std_1-step	0.15	Genus	24	14	0.583333333333333	1	6254742	6312020	4487146	4530	1763066	57278	0.998991467772831	0.710889065624	0.987395982417134	0.782321190363782	0.700651297049123	0.710889065624	0.27931882345113	0.0007176783343525	0.0090744325905177	0.990925567409482
cami2	strain	S79	std_1-step	0.15	Species	71	20	0.197183098591549	0.7	6254742	6312020	1955136	32216	4267390	57278	0.983789484701251	0.309748067971901	0.971537665708945	1.21855206415696	1.1368821708423	0.309748067971901	0.676073586585594	0.0051039128519871	0.0090744325905177	0.990925567409482
cami2	strain	S80	std_1-step	0.15	Genus	24	14	0.583333333333333	1	6473696	6502091	3536262	2000	2935434	28395	0.999434750733552	0.543865350392666	0.99203429670793	1.11312145585166	1.07381794564241	0.543865350392666	0.451459999560142	0.0003075933572753	0.0043670566899171	0.995632943310083
cami2	strain	S80	std_1-step	0.15	Species	59	20	0.23728813559322	0.7	6473696	6502091	1064073	16182	5393441	28395	0.985020203563048	0.16365089322804	0.974008392007821	1.51078506898781	1.47148155877855	0.16365089322804	0.829493312228328	0.002488737853715	0.0043670566899171	0.995632943310083
cami2	strain	S81	std_1-step	0.15	Genus	24	14	0.583333333333333	1	6188298	6337407	4984820	97176	1106302	149109	0.980878379282471	0.786570911415347	0.970956162424529	0.796081110144891	0.584325576690909	0.786570911415347	0.174566979838915	0.0153337161397398	0.023528392605998	0.976471607394002
cami2	strain	S81	std_1-step	0.15	Species	75	19	0.173333333333333	0.68421052631579	6188298	6337407	2217542	210257	3760499	149109	0.913396043082644	0.349913142709629	0.936995780112911	1.37548622015282	1.16373068669883	0.349913142709629	0.593381330881858	0.0331771338025157	0.023528392605998	0.976471607394002
cami2	strain	S82	std_1-step	0.15	Genus	24	14	0.583333333333333	1	6184120	6255242	4521604	5520	1656996	71122	0.998780682835284	0.722850370936888	0.984514207901799	0.78020994231718	0.677880088412248	0.722850370936888	0.264897185432634	0.0008824598632634	0.0113699837672147	0.988630016232785
cami2	strain	S82	std_1-step	0.15	Species	66	20	0.227272727272727	0.75	6184120	6255242	1695372	98615	4390133	71122	0.945030259416596	0.271032199873322	0.959738329142358	1.35108985391772	1.24876000001279	0.271032199873322	0.701832638929077	0.0157651774303855	0.0113699837672147	0.988630016232785
cami2	strain	S83	std_1-step	0.15	Genus	24	14	0.583333333333333	1	5769264	5806985	3599633	3687	2165944	37721	0.998976776972348	0.619879851592522	0.989629549392223	0.9466222144538	0.888160034854576	0.619879851592522	0.372989425665815	0.0006349250084165	0.0064957977332471	0.993504202266753
cami2	strain	S83	std_1-step	0.15	Species	64	20	0.203125	0.65	5769264	5806985	1398778	57655	4312831	37721	0.960413558330524	0.240878528186314	0.973741018963466	1.3999726191819	1.34151043958268	0.240878528186314	0.742697113906786	0.0099285601736529	0.0064957977332471	0.993504202266753
cami2	strain	S84	std_1-step	0.15	Genus	25	14	0.56	1	6093437	6126673	2748756	6783	3337898	33236	0.997538412629979	0.448653943176011	0.988053164782645	1.31393857645087	1.2651153407404	0.448653943176011	0.544814126688335	0.0011071261678238	0.0054248039678305	0.99457519603217
cami2	strain	S84	std_1-step	0.15	Species	72	20	0.208333333333333	0.75	6093437	6126673	992972	31651	5068814	33236	0.969109613975091	0.162073608302581	0.967612803642147	1.63299069494977	1.5841674592393	0.162073608302581	0.827335488608581	0.0051660991210074	0.0054248039678305	0.99457519603217
cami2	strain	S85	std_1-step	0.15	Genus	20	14	0.7	1	5804428	5828264	2782666	4254	3017508	23836	0.998473583741191	0.47744336907182	0.991506865129617	1.24574916304409	1.20894163339204	0.47744336907182	0.517737013971913	0.0007298914393719	0.0040897255168949	0.995910274483105
cami2	strain	S85	std_1-step	0.15	Species	58	20	0.224137931034483	0.65	5804428	5828264	729074	52633	5022721	23836	0.93266914585644	0.125092823523437	0.968341501640302	1.66450576020578	1.62769823055373	0.125092823523437	0.861786803068632	0.0090306478910358	0.0040897255168949	0.995910274483105
cami2	strain	S86	std_1-step	0.15	Genus	29	14	0.482758620689655	1	6188067	6315705	4260271	9829	1917967	127638	0.997698180370483	0.674551930465403	0.970911429567022	0.933950999927957	0.752064417194914	0.674551930465403	0.303682170082358	0.0015562791485669	0.0202096203036715	0.979790379696328
cami2	strain	S86	std_1-step	0.15	Species	81	20	0.17283950617284	0.7	6188067	6315705	1664065	57177	4466825	127638	0.966781544954167	0.263480482384785	0.928761630694373	1.40499738350667	1.22311080077363	0.263480482384785	0.707256751225714	0.0090531460858288	0.0202096203036715	0.979790379696328
cami2	strain	S87	std_1-step	0.15	Genus	22	14	0.636363636363636	1	6119758	6155879	4250022	3022	1866714	36121	0.999289450097389	0.690400509821587	0.991572609686611	0.815082135305129	0.762272617769128	0.690400509821587	0.303240853174664	0.000490912833082	0.0058677241706667	0.994132275829333
cami2	strain	S87	std_1-step	0.15	Species	63	20	0.238095238095238	0.75	6119758	6155879	1522152	24827	4572779	36121	0.983951301213526	0.247268018101071	0.976819851207074	1.28655176620593	1.23374224866993	0.247268018101071	0.742831202497645	0.0040330552306177	0.0058677241706667	0.994132275829333
cami2	strain	S88	std_1-step	0.15	Genus	26	14	0.538461538461538	1	6260610	6298329	3675235	4702	2580673	37719	0.998722260734355	0.583525408088399	0.989841242310031	1.03388232021541	0.979983738543985	0.583525408088399	0.409739313395664	0.0007465472191116	0.0059887312968249	0.994011268703175
cami2	strain	S88	std_1-step	0.15	Species	78	20	0.17948717948718	0.7	6260610	6298329	1179408	62050	5019152	37719	0.950018446052947	0.187257286813693	0.96900980752214	1.50299261915343	1.44909403748201	0.187257286813693	0.796902162462456	0.0098518194270258	0.0059887312968249	0.994011268703175
cami2	strain	S89	std_1-step	0.15	Genus	24	14	0.583333333333333	1	6062354	6125457	3802925	5035	2254394	63103	0.998677769724472	0.620839392064951	0.983677562604306	0.984722935774425	0.892007078002507	0.620839392064951	0.368036866473799	0.0008219794865917	0.0103017619746575	0.989698238025342
cami2	strain	S89	std_1-step	0.15	Species	66	20	0.242424242424242	0.8	6062354	6125457	1217622	32051	4812681	63103	0.974352490611544	0.198780597104836	0.950728688828593	1.44206530222969	1.34934944445778	0.198780597104836	0.78568521499702	0.0052324259234861	0.0103017619746575	0.989698238025342
cami2	strain	S90	std_1-step	0.15	Genus	22	14	0.636363636363636	1	6330855	6370002	3909279	9525	2412051	39147	0.997569411483708	0.613701377173822	0.990085416315261	0.969503620250041	0.914193904491711	0.613701377173822	0.378657808898647	0.001495289954383	0.0061455239731478	0.993854476026852
cami2	strain	S90	std_1-step	0.15	Species	59	20	0.23728813559322	0.7	6330855	6370002	1268513	191692	4870650	39147	0.868722542382748	0.199138556000453	0.970063319211416	1.61284753128806	1.55753781552973	0.199138556000453	0.764622993838934	0.0300929261874643	0.0061455239731478	0.993854476026852
cami2	strain	S91	std_1-step	0.15	Genus	24	14	0.583333333333333	1	6395579	6558964	3799279	10006	2586294	163385	0.997373260336257	0.579249863240597	0.958768898902355	1.18046005436224	0.956268398484884	0.579249863240597	0.394314406970369	0.0015255458026602	0.0249101839863734	0.975089816013626
cami2	strain	S91	std_1-step	0.15	Species	74	20	0.216216216216216	0.8	6395579	6558964	1294063	71532	5029984	163385	0.947618437384437	0.197296859686987	0.887896515004309	1.63745661662421	1.41326496074685	0.197296859686987	0.766886965685435	0.0109059906412049	0.0249101839863734	0.975089816013626
cami2	strain	S92	std_1-step	0.15	Genus	25	14	0.56	1	5825016	5901513	2692742	6453	3125821	76497	0.99760928721341	0.45627994041528	0.972376165437508	1.35646468964823	1.23980426714302	0.45627994041528	0.529664342008566	0.001093448408908	0.0129622691672457	0.987037730832754
cami2	strain	S92	std_1-step	0.15	Species	69	20	0.188405797101449	0.65	5825016	5901513	981870	41527	4801619	76497	0.959422394241922	0.166375978499073	0.927721669326425	1.69391442499576	1.57725400249055	0.166375978499073	0.813625082245858	0.0070366700878232	0.0129622691672457	0.987037730832754
cami2	strain	S93	std_1-step	0.15	Genus	22	14	0.636363636363636	1	5672296	5732624	3773338	11554	1887404	60328	0.996947336938544	0.658221784648705	0.984263626513108	0.897996449793323	0.80328380162383	0.658221784648705	0.329239105861469	0.0020154819154369	0.0105236275743882	0.989476372425612
cami2	strain	S93	std_1-step	0.15	Species	62	20	0.193548387096774	0.6	5672296	5732624	1539309	35019	4097968	60328	0.977756223607787	0.268517349123194	0.962286443736923	1.32044679713862	1.22573414896913	0.268517349123194	0.714850302409507	0.0061087208929104	0.0105236275743882	0.989476372425612
cami2	strain	S94	std_1-step	0.15	Genus	24	14	0.541666666666667	0.928571428571429	5697444	5812678	3130081	7822	2559541	115234	0.997507252454904	0.538492068543966	0.964492198754204	1.23454782804071	1.05612645324582	0.538492068543966	0.440337655036112	0.0013456792204901	0.019824597199432	0.980175402800568
cami2	strain	S94	std_1-step	0.15	Species	72	20	0.208333333333333	0.75	5697444	5812678	1079650	39490	4578304	115234	0.964713976803617	0.185740548504493	0.903560512987035	1.63088407787254	1.45246270307765	0.185740548504493	0.78764108385154	0.0067937704445352	0.019824597199432	0.980175402800568
cami2	strain	S95	std_1-step	0.15	Genus	23	14	0.608695652173913	1	6116832	6202511	4082495	4879	2029458	85679	0.998806324060387	0.658200364336315	0.979444476166302	0.916802727153567	0.792480335786588	0.658200364336315	0.327199419718885	0.0007866169040248	0.0138135990407755	0.986186400959224
cami2	strain	S95	std_1-step	0.15	Species	66	20	0.227272727272727	0.75	6116832	6202511	1699911	30426	4386495	85679	0.982416142057877	0.274068195929036	0.952016420342856	1.33388542156556	1.20956303019858	0.274068195929036	0.707212772375575	0.0049054326546135	0.0138135990407755	0.986186400959224
cami2	strain	S96	std_1-step	0.15	Genus	20	14	0.7	1	6081522	6103989	2767128	2280	3312114	22467	0.999176719356628	0.453331092175952	0.991946142719642	1.29763077882349	1.26450440851057	0.453331092175952	0.542614673781358	0.0003735262301422	0.0036807078125468	0.996319292187453
cami2	strain	S96	std_1-step	0.15	Species	54	20	0.259259259259259	0.7	6081522	6103989	1074387	24565	4982570	22467	0.977646885396268	0.176013914835037	0.979516872801667	1.60415508612483	1.57102871581191	0.176013914835037	0.816280959877221	0.0040244174751953	0.0036807078125468	0.996319292187453
cami2	strain	S97	std_1-step	0.15	Genus	23	14	0.608695652173913	1	6439107	6513092	3989168	4117	2445822	73985	0.998969019241051	0.61248451580294	0.981791234541254	1.01653500365111	0.914300151141732	0.61248451580294	0.375523944694778	0.000632111445685	0.0113594280565973	0.988640571943403
cami2	strain	S97	std_1-step	0.15	Species	65	20	0.2	0.65	6439107	6513092	1133652	75563	5229892	73985	0.937510699089906	0.174057421574883	0.938735729362383	1.5427188806791	1.44048402816972	0.174057421574883	0.802981441072842	0.011601709295677	0.0113594280565973	0.988640571943403
cami2	strain	S98	std_1-step	0.15	Genus	27	14	0.518518518518519	1	5867610	5988468	3284264	6453	2576893	120858	0.998039029184217	0.548431418519728	0.9645069985745	1.20265617182892	1.02102006723589	0.548431418519728	0.430309220989408	0.0010775710916381	0.0201817893992253	0.979818210600775
cami2	strain	S98	std_1-step	0.15	Species	83	20	0.192771084337349	0.8	5867610	5988468	1129667	54918	4683025	120858	0.953639460232909	0.188640400182484	0.903354191239679	1.62719162897756	1.44555552438453	0.188640400182484	0.782007184475228	0.0091706259430625	0.0201817893992253	0.979818210600775
cami2	strain	S99	std_1-step	0.15	Genus	20	14	0.65	0.928571428571429	6349468	6379245	4617888	1233	1730347	29777	0.999733066096342	0.72389256095353	0.993593126871235	0.749390719434667	0.707380575601031	0.72389256095353	0.271246362226251	0.0001932830609264	0.0046677937592928	0.995332206240707
cami2	strain	S99	std_1-step	0.15	Species	47	20	0.276595744680851	0.65	6349468	6379245	1077707	38871	5232890	29777	0.965187385028184	0.168939584543312	0.973112929848196	1.35154426581829	1.30953412198466	0.168939584543312	0.820299267389793	0.0060933543076022	0.0046677937592928	0.995332206240707
cami2	strain	S51	std_R100	0.15	Genus	24	14	0.583333333333333	1	6095116	6126856	4294059	3021	1798036	31740	0.999296964450278	0.700858482719359	0.992662627181707	0.660363325007149	0.613739085756219	0.700858482719359	0.293467971174775	0.0004930750779845	0.0051804710278811	0.994819528972119
cami2	strain	S51	std_R100	0.15	Species	72	20	0.194444444444444	0.7	6095116	6126856	2522300	85994	3486822	31740	0.967030557138114	0.411679334392713	0.987572630029287	1.05788254204114	1.01125830279021	0.411679334392713	0.569104610913003	0.0140355836664024	0.0051804710278811	0.994819528972119
cami2	strain	S52	std_R100	0.15	Genus	26	14	0.538461538461538	1	6129394	6186077	3856896	5572	2266926	56683	0.998557399051591	0.623480115103643	0.985516326615612	0.855024597980271	0.772557632244151	0.623480115103643	0.366456156300673	0.0009007324027812	0.0091629961929022	0.990837003807098
cami2	strain	S52	std_R100	0.15	Species	86	20	0.186046511627907	0.8	6129394	6186077	1954641	110886	4063867	56683	0.946315879676228	0.315974243450251	0.971818066109687	1.29872534725966	1.21625838152354	0.315974243450251	0.656937668250816	0.017925092106031	0.0091629961929022	0.990837003807098
cami2	strain	S53	std_R100	0.15	Genus	21	14	0.666666666666667	1	6180167	6303469	4514139	2967	1663061	123302	0.999343163521069	0.716135670691805	0.973411629387846	0.736377699327148	0.56032892364506	0.716135670691805	0.263832661031569	0.000470693200839	0.0195609750757876	0.980439024924212
cami2	strain	S53	std_R100	0.15	Species	54	20	0.240740740740741	0.65	6180167	6303469	2248603	62277	3869287	123302	0.973050526206467	0.356724686041924	0.94801562457181	1.17106152183821	0.995012746156125	0.356724686041924	0.613834540948801	0.0098797979334871	0.0195609750757876	0.980439024924212
cami2	strain	S54	std_R100	0.15	Genus	22	14	0.636363636363636	1	6103382	6143317	4481922	2338	1619122	39935	0.99947862077578	0.729560594056924	0.991168451368542	0.611365814266137	0.552860775375909	0.729560594056924	0.26355826990533	0.0003805761610543	0.006500559876692	0.993499440123308
cami2	strain	S54	std_R100	0.15	Species	72	20	0.208333333333333	0.75	6103382	6143317	2222128	64533	3816721	39935	0.971778501491913	0.361714689311979	0.982345761369157	1.06020379544145	1.00169875655123	0.361714689311979	0.621280165096478	0.0105045857148507	0.006500559876692	0.993499440123308
cami2	strain	S55	std_R100	0.15	Genus	21	14	0.619047619047619	0.928571428571429	6199212	6254145	4728915	4240	1466057	54933	0.999104191601585	0.756124937941157	0.988516984653359	0.577307849434255	0.498256756119342	0.756124937941157	0.234413656862769	0.0006779503833057	0.0087834548127681	0.991216545187232
cami2	strain	S55	std_R100	0.15	Species	69	20	0.202898550724638	0.7	6199212	6254145	2483524	59151	3656537	54933	0.976736704454954	0.397100482959701	0.978359688582474	1.00657180158119	0.927520708266278	0.397100482959701	0.58465817469854	0.0094578875289907	0.0087834548127681	0.991216545187232
cami2	strain	S56	std_R100	0.15	Genus	22	14	0.636363636363636	1	6395452	6422683	3859714	1843	2533895	27231	0.999522731374935	0.600950412779208	0.992994240978455	0.853897973790704	0.81573962158805	0.600950412779208	0.394522818579089	0.0002869517302971	0.004239816911406	0.995760183088594
cami2	strain	S56	std_R100	0.15	Species	65	20	0.215384615384615	0.7	6395452	6422683	2041447	44379	4309626	27231	0.978723536862615	0.317849565360769	0.986836520715162	1.18998104063364	1.15182268843099	0.317849565360769	0.671000888569466	0.0069097291583595	0.004239816911406	0.995760183088594
cami2	strain	S57	std_R100	0.15	Genus	23	14	0.608695652173913	1	6032205	6057026	4904888	1905	1125412	24821	0.999611762713446	0.809784868019388	0.99496501720487	0.430324221821072	0.393443250862717	0.809784868019388	0.185802735533907	0.0003145107846656	0.0040978856620394	0.995902114337961
cami2	strain	S57	std_R100	0.15	Species	59	20	0.23728813559322	0.7	6032205	6057026	2768917	23224	3240064	24821	0.991682368476377	0.457141342962702	0.991115487565405	0.81112545992043	0.774244488962075	0.457141342962702	0.53492654646026	0.0038342249149995	0.0040978856620394	0.995902114337961
cami2	strain	S58	std_R100	0.15	Genus	22	14	0.636363636363636	1	5867355	5924943	4424375	2776	1440204	57588	0.999372960172355	0.746737141606257	0.987151165683429	0.603302681561662	0.515826396979685	0.746737141606257	0.243074743503862	0.0004685277141062	0.0097195871757753	0.990280412824225
cami2	strain	S58	std_R100	0.15	Species	50	20	0.3	0.75	5867355	5924943	2332748	88117	3446490	57588	0.963601026905672	0.39371653026873	0.975907989504404	1.07155275586617	0.984076471284197	0.39371653026873	0.581691671970515	0.0148722105849794	0.0097195871757753	0.990280412824225
cami2	strain	S59	std_R100	0.15	Genus	21	14	0.666666666666667	1	6266700	6332758	3435904	5040	2825756	66058	0.998535285665794	0.542560445227814	0.981136859851706	1.01793689258298	0.924056469550866	0.542560445227814	0.446212534886064	0.000795861771443	0.0104311581146792	0.989568841885321
cami2	strain	S59	std_R100	0.15	Species	65	20	0.215384615384615	0.7	6266700	6332758	1844471	90372	4331857	66058	0.95329233431343	0.291258721713351	0.965424235905344	1.37703619813042	1.28315577509831	0.291258721713351	0.684039560646404	0.0142705595255653	0.0104311581146792	0.989568841885321
